FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57706515.53472935', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 19:59:48: LOAD (from file 'img/img-3c231-final-sources.txt')
# 2024-11-29 19:59:48: GROUP (algorithm = 'single')
# 2024-11-29 19:59:48: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:59:48: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:59:49: GROUP (algorithm = 'meanshift')
# 2024-11-29 19:59:49: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:59:49: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:59:49: FILTER (Patch = Patch_17 None)
# 2024-11-29 19:59:49: SETPATCHPOSITIONS (method = 'mid')

 , , 3c231, 9:56:00.0087, 69.38.01.1512
s0c211, POINT, 3c231, 9:55:43.751, 69.34.48.125, 0.01711109, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
s0c212, POINT, 3c231, 9:55:43.369, 69.34.48.124, 0.02632584, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
s0c227, POINT, 3c231, 9:56:15.56, 69.39.54.049, 0.1664897, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
s0c228, POINT, 3c231, 9:56:15.945, 69.39.56.046, 0.02166226, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
s0c229, POINT, 3c231, 9:56:15.945, 69.39.58.046, 0.05863616, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
s0c230, POINT, 3c231, 9:56:16.33, 69.40.00.043, 0.02493274, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
s0c231, POINT, 3c231, 9:56:16.714, 69.40.02.039, 0.1739615, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
s0c238, POINT, 3c231, 9:55:44.862, 69.40.28.128, 0.1272325, [-0.7], false, 57706515.53472935, 0.0, 0.0, 0.0
