FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57699887.31418258', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 20:24:13: LOAD (from file 'img/img-3c247-final-sources.txt')
# 2024-11-29 20:24:13: GROUP (algorithm = 'single')
# 2024-11-29 20:24:13: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:13: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:13: GROUP (algorithm = 'meanshift')
# 2024-11-29 20:24:14: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:14: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:14: FILTER (Patch = Patch_18 None)
# 2024-11-29 20:24:14: SETPATCHPOSITIONS (method = 'mid')

 , , 3c247, 10:58:42.8453, 42.58.00.8889
s0c186, POINT, 3c247, 10:58:00.611, 42.48.47.519, 0.002482673, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
s0c187, POINT, 3c247, 10:58:00.43, 42.48.47.513, 0.01534184, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
s0c210, POINT, 3c247, 10:57:48.752, 42.51.11.104, 0.01015198, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
s0c211, POINT, 3c247, 10:57:48.57, 42.51.11.098, 0.01490754, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
s0c214, POINT, 3c247, 10:57:48.567, 42.51.21.098, 0.022831, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
s0c232, POINT, 3c247, 10:59:05.327, 42.54.22.439, 0.03042562, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
s0c233, POINT, 3c247, 10:58:13.629, 42.54.23.89, 0.02656134, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
s0c234, POINT, 3c247, 10:58:12.719, 42.54.25.867, 0.02060179, [-0.7], false, 57699887.31418258, 0.0, 0.0, 0.0
