FORMAT = Name, Type, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency, MajorAxis, MinorAxis, Orientation, Patch

# LSMTool history:
# 2025-01-27 17:29:34: SETPATCHPOSITIONS (method = 'mid')

 , , 3c274, 12:30:46.0518, 12.23.38.8383
s3c3179, GAUSSIAN, 12:31:02.641, 12.26.53.82, 0.8476725, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3180, GAUSSIAN, 12:31:02.504, 12.26.55.82, 3.474585, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3181, GAUSSIAN, 12:31:02.368, 12.26.55.821, 2.433471, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3182, GAUSSIAN, 12:31:02.368, 12.26.57.821, 1.402557, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3186, GAUSSIAN, 12:31:02.368, 12.27.05.821, 0.2900766, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3188, GAUSSIAN, 12:31:02.231, 12.27.07.821, 0.8093328, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3189, GAUSSIAN, 12:31:02.641, 12.27.13.82, 7.445553, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3212, GAUSSIAN, 12:30:31.781, 12.28.05.805, 0.4631985, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3220, GAUSSIAN, 12:31:05.1, 12.28.17.812, 0.3724845, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3222, GAUSSIAN, 12:31:05.236, 12.28.19.811, -0.9362849, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3223, GAUSSIAN, 12:31:05.51, 12.28.21.81, -0.5061378, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3224, GAUSSIAN, 12:31:05.237, 12.28.21.811, -0.508074, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3225, GAUSSIAN, 12:31:05.646, 12.28.23.81, 3.928845, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3227, GAUSSIAN, 12:30:36.423, 12.28.33.821, 0.02406336, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3228, GAUSSIAN, 12:30:36.286, 12.28.33.82, -0.4759158, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3229, GAUSSIAN, 12:30:36.15, 12.28.33.82, -0.3797191, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3230, GAUSSIAN, 12:30:36.423, 12.28.35.821, -0.6005323, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3231, GAUSSIAN, 12:30:36.559, 12.28.37.821, -1.323639, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3232, GAUSSIAN, 12:30:36.559, 12.28.39.821, -1.621196, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3233, GAUSSIAN, 12:30:36.013, 12.28.39.82, -0.1305047, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3234, GAUSSIAN, 12:30:35.877, 12.28.39.819, -1.038117, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s3c3275, GAUSSIAN, 12:30:58.546, 12.29.43.831, -1.955091, [-0.7], false, 57725267.99815525, 52.98345101319636, 52.98345101319636, 0, 3c274
s4c4168, GAUSSIAN, 12:30:33.568, 12.15.43.811, -0.1911705, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4172, GAUSSIAN, 12:30:33.295, 12.15.45.81, -3.383141, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4177, GAUSSIAN, 12:30:48.85, 12.15.49.84, -0.8122702, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4178, GAUSSIAN, 12:30:32.886, 12.15.49.808, -1.414553, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4180, GAUSSIAN, 12:30:49.396, 12.15.51.84, -8.903262, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4181, GAUSSIAN, 12:30:32.613, 12.15.51.807, -5.224323, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4183, GAUSSIAN, 12:30:32.067, 12.15.55.805, -4.116043, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4184, GAUSSIAN, 12:30:31.658, 12.15.59.804, -1.326874, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4185, GAUSSIAN, 12:30:31.385, 12.16.01.803, -1.428639, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4233, GAUSSIAN, 12:30:42.71, 12.17.07.835, -4.252285, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4234, GAUSSIAN, 12:30:42.164, 12.17.07.834, 9.478225, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4235, GAUSSIAN, 12:30:42.027, 12.17.07.834, 14.88393, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4237, GAUSSIAN, 12:30:57.447, 12.17.09.832, 1.795635, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4238, GAUSSIAN, 12:30:57.174, 12.17.09.833, 1.067588, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4239, GAUSSIAN, 12:30:57.038, 12.17.09.833, 0.2124599, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4240, GAUSSIAN, 12:30:56.901, 12.17.09.833, -0.1117964, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4241, GAUSSIAN, 12:30:56.765, 12.17.09.834, -8.68538, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4242, GAUSSIAN, 12:30:42.027, 12.17.09.834, 1.300995, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4243, GAUSSIAN, 12:30:41.208, 12.17.09.832, 0.3359441, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4244, GAUSSIAN, 12:30:40.936, 12.17.09.832, 1.888018, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4245, GAUSSIAN, 12:30:40.799, 12.17.09.831, -4.445683, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4248, GAUSSIAN, 12:30:39.434, 12.17.15.828, 1.689194, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4251, GAUSSIAN, 12:30:42.982, 12.17.17.835, -0.2783486, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4252, GAUSSIAN, 12:30:42.846, 12.17.17.835, 0.6422679, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4254, GAUSSIAN, 12:30:39.434, 12.17.19.828, 2.225707, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4279, GAUSSIAN, 12:30:56.083, 12.17.37.835, 1.206323, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4294, GAUSSIAN, 12:30:55.81, 12.17.49.835, 1.209087, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4299, GAUSSIAN, 12:30:55.537, 12.17.55.836, 2.719276, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4307, GAUSSIAN, 12:30:55.401, 12.18.03.836, 0.8968825, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4329, GAUSSIAN, 12:30:27.288, 12.18.35.784, -2.740794, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4332, GAUSSIAN, 12:30:27.288, 12.18.37.784, 0.5214724, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4333, GAUSSIAN, 12:30:27.151, 12.18.37.783, 1.05794, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4334, GAUSSIAN, 12:30:27.015, 12.18.37.783, 1.115603, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4336, GAUSSIAN, 12:30:27.288, 12.18.39.784, 0.4984114, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4337, GAUSSIAN, 12:30:27.151, 12.18.39.783, 1.970047, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4338, GAUSSIAN, 12:30:27.015, 12.18.39.783, 0.3405488, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4339, GAUSSIAN, 12:30:27.288, 12.18.43.784, 0.2923628, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4349, GAUSSIAN, 12:30:27.969, 12.19.01.787, 0.2770503, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4350, GAUSSIAN, 12:30:28.106, 12.19.03.788, 0.2698387, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4352, GAUSSIAN, 12:30:28.242, 12.19.05.789, 0.2651312, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4357, GAUSSIAN, 12:30:28.515, 12.19.11.79, 0.2698272, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4358, GAUSSIAN, 12:30:41.207, 12.19.17.832, -15.43894, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4359, GAUSSIAN, 12:30:29.061, 12.19.17.793, -7.993491, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4361, GAUSSIAN, 12:30:41.071, 12.19.19.832, -11.01796, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4363, GAUSSIAN, 12:30:42.845, 12.19.21.835, 2.147381, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4364, GAUSSIAN, 12:30:29.334, 12.19.21.794, 0.03519278, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4365, GAUSSIAN, 12:30:42.982, 12.19.23.835, 0.5005589, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4366, GAUSSIAN, 12:30:42.845, 12.19.23.835, -0.6879252, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4367, GAUSSIAN, 12:30:40.934, 12.19.23.832, -3.001059, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4368, GAUSSIAN, 12:30:43.118, 12.19.25.835, -0.1570288, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4369, GAUSSIAN, 12:30:42.982, 12.19.25.835, -0.7050762, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4370, GAUSSIAN, 12:30:42.299, 12.19.25.834, -0.7799231, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4371, GAUSSIAN, 12:30:41.071, 12.19.25.832, -1.00734, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4372, GAUSSIAN, 12:30:40.934, 12.19.25.832, -1.057887, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4373, GAUSSIAN, 12:30:29.47, 12.19.25.795, 0.281995, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4374, GAUSSIAN, 12:30:43.254, 12.19.27.836, 39.62757, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4375, GAUSSIAN, 12:30:41.89, 12.19.27.834, -1.367589, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4376, GAUSSIAN, 12:30:41.344, 12.19.27.833, -0.8866994, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4378, GAUSSIAN, 12:30:43.254, 12.19.29.836, -1.153599, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4379, GAUSSIAN, 12:30:41.344, 12.19.29.833, -5.639192, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4381, GAUSSIAN, 12:30:43.254, 12.19.31.836, -29.46657, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4382, GAUSSIAN, 12:30:30.425, 12.19.31.799, -1.613743, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4383, GAUSSIAN, 12:30:29.743, 12.19.31.796, 0.28613, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4384, GAUSSIAN, 12:30:29.607, 12.19.31.795, 0.2970777, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4386, GAUSSIAN, 12:30:29.743, 12.19.33.796, 0.8149393, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4387, GAUSSIAN, 12:30:30.698, 12.19.35.8, 0.4592165, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4388, GAUSSIAN, 12:30:30.425, 12.19.35.799, 0.2129826, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4390, GAUSSIAN, 12:30:30.562, 12.19.37.799, 0.2086312, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4391, GAUSSIAN, 12:30:30.425, 12.19.37.799, 0.2254725, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4394, GAUSSIAN, 12:30:30.562, 12.19.41.799, 0.2048925, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4395, GAUSSIAN, 12:30:30.425, 12.19.41.799, 0.2138269, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4397, GAUSSIAN, 12:30:39.842, 12.19.43.83, -0.9426499, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4398, GAUSSIAN, 12:30:39.706, 12.19.43.829, -0.1510194, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4399, GAUSSIAN, 12:30:30.562, 12.19.43.799, 0.1975462, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4401, GAUSSIAN, 12:30:39.433, 12.19.51.829, -0.9282879, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4408, GAUSSIAN, 12:30:38.887, 12.20.05.827, -0.8479823, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4409, GAUSSIAN, 12:30:38.75, 12.20.05.827, 12.52293, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4425, GAUSSIAN, 12:30:19.778, 12.20.41.74, -0.2890486, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4429, GAUSSIAN, 12:30:19.914, 12.20.43.741, 1.580528, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4431, GAUSSIAN, 12:30:47.212, 12.20.47.839, -382.2992, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4432, GAUSSIAN, 12:30:46.803, 12.20.47.839, 15.32223, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4433, GAUSSIAN, 12:30:46.666, 12.20.47.839, -9.950037, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4438, GAUSSIAN, 12:30:46.393, 12.20.49.839, 3.760093, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4439, GAUSSIAN, 12:30:46.12, 12.20.49.839, 4.090295, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4440, GAUSSIAN, 12:30:45.711, 12.20.49.838, 4.743892, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4441, GAUSSIAN, 12:30:47.076, 12.20.53.839, 348.7325, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4442, GAUSSIAN, 12:30:19.095, 12.20.53.735, -0.2996236, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4445, GAUSSIAN, 12:30:18.958, 12.20.55.734, -0.9897496, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4461, GAUSSIAN, 12:31:08.506, 12.21.47.798, -12.32766, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4479, GAUSSIAN, 12:30:19.229, 12.22.11.736, -2.718241, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4482, GAUSSIAN, 12:30:19.365, 12.22.15.737, -0.5575218, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4490, GAUSSIAN, 12:30:19.638, 12.22.21.739, 0.5990577, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4513, GAUSSIAN, 12:30:39.704, 12.23.11.829, 187.8075, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4514, GAUSSIAN, 12:30:38.612, 12.23.11.827, -156.7798, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4517, GAUSSIAN, 12:30:38.748, 12.23.13.827, 2.994841, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4518, GAUSSIAN, 12:30:38.612, 12.23.13.827, 1.29585, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4521, GAUSSIAN, 12:30:38.748, 12.23.15.827, 15.60535, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4524, GAUSSIAN, 12:30:38.748, 12.23.17.827, -5.819562, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4526, GAUSSIAN, 12:31:02.638, 12.23.19.82, 1.191846, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4527, GAUSSIAN, 12:30:49.669, 12.23.19.84, 40.2103, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4533, GAUSSIAN, 12:31:02.638, 12.23.21.82, 3.013683, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4534, GAUSSIAN, 12:31:02.501, 12.23.21.82, 18.57892, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4535, GAUSSIAN, 12:31:02.365, 12.23.21.821, 9.326612, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4536, GAUSSIAN, 12:31:02.228, 12.23.21.821, 5.491638, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4537, GAUSSIAN, 12:31:02.092, 12.23.21.822, 3.207715, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4538, GAUSSIAN, 12:31:01.955, 12.23.21.822, 1.357628, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4539, GAUSSIAN, 12:31:01.682, 12.23.21.823, 1.315562, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4540, GAUSSIAN, 12:31:02.638, 12.23.23.82, -17.8675, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4541, GAUSSIAN, 12:31:02.501, 12.23.23.82, 5.337225, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4542, GAUSSIAN, 12:31:02.365, 12.23.23.821, 12.29172, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4543, GAUSSIAN, 12:31:01.682, 12.23.23.823, 1.254728, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4561, GAUSSIAN, 12:30:59.498, 12.23.33.828, 17.16181, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4564, GAUSSIAN, 12:30:59.498, 12.23.35.828, 28.73071, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4570, GAUSSIAN, 12:30:31.103, 12.23.41.802, -5.714103, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4571, GAUSSIAN, 12:30:30.83, 12.23.41.801, 3.061778, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4575, GAUSSIAN, 12:30:30.966, 12.23.45.801, -0.9363019, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4590, GAUSSIAN, 12:31:10.693, 12.23.57.788, -1.521137, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4592, GAUSSIAN, 12:31:10.829, 12.23.59.787, -1.540694, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4593, GAUSSIAN, 12:31:11.239, 12.24.03.785, -5.307918, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4594, GAUSSIAN, 12:31:11.785, 12.24.09.783, -4.453054, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4605, GAUSSIAN, 12:31:11.103, 12.24.35.786, -0.3113519, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4608, GAUSSIAN, 12:31:10.694, 12.24.43.788, -2.623951, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4625, GAUSSIAN, 12:30:51.854, 12.25.49.839, 175.5156, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4626, GAUSSIAN, 12:30:51.717, 12.25.49.839, 1.19234, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4627, GAUSSIAN, 12:30:51.581, 12.25.49.839, 4.272857, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4632, GAUSSIAN, 12:30:51.854, 12.25.55.839, -166.1004, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4633, GAUSSIAN, 12:30:51.717, 12.25.55.839, -6.273298, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4634, GAUSSIAN, 12:30:32.056, 12.25.55.806, 15.17293, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4638, GAUSSIAN, 12:30:32.056, 12.26.01.806, 0.3001198, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4728, GAUSSIAN, 12:31:06.056, 12.28.53.808, -0.2683537, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4729, GAUSSIAN, 12:31:05.92, 12.28.53.809, 0.1175407, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4730, GAUSSIAN, 12:31:06.33, 12.28.55.807, -0.4860332, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4731, GAUSSIAN, 12:31:05.374, 12.28.55.811, 4.239078, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4732, GAUSSIAN, 12:31:06.33, 12.28.57.807, -0.514808, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4733, GAUSSIAN, 12:31:05.374, 12.28.57.811, -1.470153, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4734, GAUSSIAN, 12:31:06.33, 12.28.59.807, -0.543969, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4735, GAUSSIAN, 12:31:05.51, 12.28.59.81, -0.3169812, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4737, GAUSSIAN, 12:31:06.33, 12.29.01.807, -0.5593153, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4738, GAUSSIAN, 12:31:06.33, 12.29.03.807, -1.132303, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4740, GAUSSIAN, 12:31:06.466, 12.29.05.807, -0.6373765, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4741, GAUSSIAN, 12:31:06.603, 12.29.07.806, -0.6398465, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4744, GAUSSIAN, 12:31:06.603, 12.29.09.806, -0.6584176, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4746, GAUSSIAN, 12:31:06.603, 12.29.11.806, -0.6934729, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4747, GAUSSIAN, 12:31:06.74, 12.29.13.806, -0.7638257, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4750, GAUSSIAN, 12:31:06.74, 12.29.15.806, -0.761173, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s4c4758, GAUSSIAN, 12:31:06.74, 12.29.23.806, 0.2859153, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
