FORMAT = Name, Type, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency, MajorAxis, MinorAxis, Orientation, Patch

# LSMTool history:
# 2025-01-27 17:29:34: SETPATCHPOSITIONS (method = 'mid')

 , , 3c274, 12:30:46.0518, 12.23.38.8383
s4c4759, GAUSSIAN, 12:31:06.876, 12.29.25.805, -0.7943572, [-0.7], false, 57725267.99815525, 105.9669020263927, 105.9669020263927, 0, 3c274
s5c3095, GAUSSIAN, 12:30:44.347, 12.17.45.837, 17.7754, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3102, GAUSSIAN, 12:30:44.347, 12.17.49.837, 16.96161, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3103, GAUSSIAN, 12:30:44.21, 12.17.55.837, 16.36147, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3106, GAUSSIAN, 12:30:48.987, 12.17.57.84, 15.86785, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3107, GAUSSIAN, 12:30:46.803, 12.17.57.839, 28.5684, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3108, GAUSSIAN, 12:30:45.575, 12.17.57.838, 14.62156, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3109, GAUSSIAN, 12:30:44.21, 12.17.59.837, 15.70099, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3111, GAUSSIAN, 12:30:48.168, 12.18.01.84, 16.01275, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3116, GAUSSIAN, 12:30:47.622, 12.18.07.84, 19.38255, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3118, GAUSSIAN, 12:30:48.441, 12.18.11.84, 14.09438, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3120, GAUSSIAN, 12:30:49.26, 12.18.15.84, 12.2014, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3122, GAUSSIAN, 12:30:48.304, 12.18.19.84, 16.95611, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3124, GAUSSIAN, 12:30:48.987, 12.18.25.84, 10.17691, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3126, GAUSSIAN, 12:30:49.532, 12.18.33.84, 9.786382, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3127, GAUSSIAN, 12:30:38.342, 12.18.33.826, 21.58337, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3129, GAUSSIAN, 12:30:49.805, 12.18.39.84, 9.451641, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3130, GAUSSIAN, 12:30:38.342, 12.18.39.826, 21.21226, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3131, GAUSSIAN, 12:30:35.203, 12.18.41.817, 25.78295, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3132, GAUSSIAN, 12:30:35.476, 12.18.43.818, 27.27981, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3134, GAUSSIAN, 12:30:50.078, 12.18.45.84, 9.116633, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3135, GAUSSIAN, 12:30:38.342, 12.18.45.826, 20.43863, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3137, GAUSSIAN, 12:30:35.749, 12.18.47.819, 26.36732, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3138, GAUSSIAN, 12:30:36.158, 12.18.49.82, 25.49832, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3140, GAUSSIAN, 12:30:36.431, 12.18.51.821, 24.51674, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3141, GAUSSIAN, 12:30:38.205, 12.18.53.826, 19.72864, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3143, GAUSSIAN, 12:30:36.567, 12.18.55.821, 18.86739, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3148, GAUSSIAN, 12:30:52.126, 12.19.05.839, 8.379516, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3150, GAUSSIAN, 12:30:51.716, 12.19.09.839, 6.755886, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3155, GAUSSIAN, 12:30:50.351, 12.19.33.84, -63.31176, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3157, GAUSSIAN, 12:30:29.879, 12.19.37.796, 49.55812, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3159, GAUSSIAN, 12:30:30.425, 12.19.41.799, 4.213651, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3163, GAUSSIAN, 12:30:31.107, 12.19.47.802, 4.348568, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3166, GAUSSIAN, 12:30:34.656, 12.19.49.815, 15.61416, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3168, GAUSSIAN, 12:30:48.577, 12.19.53.84, 8.446599, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3169, GAUSSIAN, 12:30:48.714, 12.19.55.84, 9.352483, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3171, GAUSSIAN, 12:30:34.792, 12.19.59.816, 15.02387, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3172, GAUSSIAN, 12:30:31.926, 12.20.01.805, 4.734947, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3176, GAUSSIAN, 12:30:35.065, 12.20.07.816, 14.62567, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3177, GAUSSIAN, 12:30:35.611, 12.20.09.818, 14.41114, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3178, GAUSSIAN, 12:30:47.622, 12.20.11.84, 8.851533, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3182, GAUSSIAN, 12:30:46.803, 12.20.25.839, 8.88203, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3184, GAUSSIAN, 12:30:47.758, 12.20.27.84, 6.257639, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3185, GAUSSIAN, 12:30:33.291, 12.20.27.81, 5.891924, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3189, GAUSSIAN, 12:30:33.29, 12.20.33.81, 10.97869, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3190, GAUSSIAN, 12:30:46.666, 12.20.35.839, 7.566178, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3191, GAUSSIAN, 12:30:33.973, 12.20.39.813, 11.15641, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3194, GAUSSIAN, 12:30:47.895, 12.20.47.84, 22.74364, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3195, GAUSSIAN, 12:30:47.485, 12.20.47.84, 2.437583, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3196, GAUSSIAN, 12:30:47.349, 12.20.47.84, 1.75456, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3197, GAUSSIAN, 12:30:47.212, 12.20.47.839, 2.175987, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3198, GAUSSIAN, 12:30:47.076, 12.20.47.839, 2.228325, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3199, GAUSSIAN, 12:30:46.939, 12.20.47.839, 5.40184, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3200, GAUSSIAN, 12:30:46.803, 12.20.47.839, 6.558707, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3201, GAUSSIAN, 12:30:46.666, 12.20.47.839, 3.114939, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3202, GAUSSIAN, 12:30:46.53, 12.20.47.839, 1.850212, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3204, GAUSSIAN, 12:30:45.711, 12.20.49.838, 246.3171, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3207, GAUSSIAN, 12:30:34.928, 12.20.55.816, 5.342591, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3209, GAUSSIAN, 12:30:32.062, 12.20.59.806, 55.59702, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3213, GAUSSIAN, 12:30:33.29, 12.21.07.81, 3.361486, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3214, GAUSSIAN, 12:30:32.198, 12.21.07.806, 6.777215, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3215, GAUSSIAN, 12:30:36.156, 12.21.09.82, -14.34482, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3216, GAUSSIAN, 12:30:34.109, 12.21.11.813, -2.335966, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3217, GAUSSIAN, 12:30:37.248, 12.21.21.823, -161.0332, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3223, GAUSSIAN, 12:30:37.794, 12.21.37.825, 11.49914, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3237, GAUSSIAN, 12:30:37.52, 12.22.11.824, 11.92239, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3238, GAUSSIAN, 12:30:18.683, 12.22.11.732, -6.140238, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3239, GAUSSIAN, 12:30:18.819, 12.22.13.733, -0.4820797, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3240, GAUSSIAN, 12:30:18.956, 12.22.15.734, -0.9741125, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3243, GAUSSIAN, 12:30:19.502, 12.22.21.738, 4.779249, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3253, GAUSSIAN, 12:30:38.476, 12.22.33.826, 3.046731, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3255, GAUSSIAN, 12:30:38.476, 12.22.37.826, 1.808589, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3257, GAUSSIAN, 12:30:38.475, 12.22.39.826, 3.928273, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3259, GAUSSIAN, 12:30:38.475, 12.22.41.826, 3.846175, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3260, GAUSSIAN, 12:30:38.475, 12.22.43.826, 4.139022, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3263, GAUSSIAN, 12:30:38.475, 12.22.45.826, 107.9557, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3264, GAUSSIAN, 12:30:35.745, 12.22.49.819, 8.799555, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3267, GAUSSIAN, 12:30:37.656, 12.22.51.824, 5.24993, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3275, GAUSSIAN, 12:30:35.882, 12.22.59.819, 7.242007, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3279, GAUSSIAN, 12:30:36.018, 12.23.03.82, 5.925103, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3284, GAUSSIAN, 12:30:34.926, 12.23.07.816, 6.841317, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3287, GAUSSIAN, 12:30:36.564, 12.23.09.821, 4.92695, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3293, GAUSSIAN, 12:31:01.546, 12.23.21.823, 36.21419, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3294, GAUSSIAN, 12:30:34.926, 12.23.21.816, 5.426028, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3296, GAUSSIAN, 12:31:02.092, 12.23.23.822, 10.47144, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3297, GAUSSIAN, 12:31:01.955, 12.23.23.822, 10.14989, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3298, GAUSSIAN, 12:30:35.608, 12.23.23.818, 2.128877, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3303, GAUSSIAN, 12:31:04.412, 12.23.25.814, 22.26916, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3304, GAUSSIAN, 12:31:02.228, 12.23.25.821, 13.5862, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3305, GAUSSIAN, 12:31:01.955, 12.23.25.822, 13.26199, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3306, GAUSSIAN, 12:31:04.822, 12.23.27.813, 17.13414, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3307, GAUSSIAN, 12:31:02.092, 12.23.27.822, 8.180248, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3308, GAUSSIAN, 12:31:04.549, 12.23.29.814, 14.06865, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3309, GAUSSIAN, 12:31:04.139, 12.23.29.815, 14.03388, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3311, GAUSSIAN, 12:31:04.822, 12.23.31.813, 14.35784, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3312, GAUSSIAN, 12:31:02.092, 12.23.31.822, 11.08939, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3315, GAUSSIAN, 12:31:05.641, 12.23.33.81, 6.339626, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3316, GAUSSIAN, 12:31:05.232, 12.23.33.811, 17.23409, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3317, GAUSSIAN, 12:31:05.095, 12.23.33.812, 14.76518, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3319, GAUSSIAN, 12:31:05.095, 12.23.35.812, 21.71093, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3320, GAUSSIAN, 12:31:02.638, 12.23.35.82, 13.76886, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3322, GAUSSIAN, 12:31:03.047, 12.23.37.819, 13.85755, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3326, GAUSSIAN, 12:31:03.321, 12.23.41.818, 14.15237, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3338, GAUSSIAN, 12:31:06.188, 12.24.03.808, 20.02984, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3341, GAUSSIAN, 12:31:06.598, 12.24.13.806, 19.60736, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3345, GAUSSIAN, 12:31:07.144, 12.24.21.804, 18.31445, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3348, GAUSSIAN, 12:31:07.69, 12.24.25.802, 15.44856, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3357, GAUSSIAN, 12:31:15.063, 12.24.45.765, -3.56471, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3366, GAUSSIAN, 12:31:06.052, 12.25.11.808, 23.22812, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3367, GAUSSIAN, 12:31:14.654, 12.25.21.767, -3.176169, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3368, GAUSSIAN, 12:31:06.326, 12.25.27.807, 22.48991, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3370, GAUSSIAN, 12:31:14.518, 12.25.31.768, -1.651202, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3372, GAUSSIAN, 12:30:32.603, 12.25.35.808, -30.0364, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3374, GAUSSIAN, 12:31:06.736, 12.25.37.806, 20.23828, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3376, GAUSSIAN, 12:31:14.382, 12.25.43.769, -0.2188731, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3381, GAUSSIAN, 12:30:32.602, 12.25.53.808, 3.24392, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3382, GAUSSIAN, 12:31:14.245, 12.25.55.769, -0.4194982, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3384, GAUSSIAN, 12:30:32.329, 12.25.57.807, -12.28607, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3390, GAUSSIAN, 12:31:03.869, 12.26.15.816, 16.36399, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3396, GAUSSIAN, 12:30:32.875, 12.26.23.809, 2.358199, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3403, GAUSSIAN, 12:30:32.738, 12.26.31.808, 1.698971, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3406, GAUSSIAN, 12:31:02.504, 12.26.37.82, 17.43105, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3407, GAUSSIAN, 12:30:34.376, 12.26.37.814, 0.7443075, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3408, GAUSSIAN, 12:30:34.24, 12.26.37.814, 0.6737494, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3409, GAUSSIAN, 12:30:33.284, 12.26.37.81, 1.149412, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3413, GAUSSIAN, 12:30:34.786, 12.26.41.816, 0.5708209, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3414, GAUSSIAN, 12:30:34.513, 12.26.41.815, 0.5919472, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3416, GAUSSIAN, 12:30:34.923, 12.26.43.816, 22.25141, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3417, GAUSSIAN, 12:30:34.649, 12.26.43.815, 0.5205598, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3420, GAUSSIAN, 12:31:00.456, 12.26.45.826, 7.722151, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3421, GAUSSIAN, 12:30:33.557, 12.26.45.811, 0.8905821, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3424, GAUSSIAN, 12:30:32.874, 12.26.47.809, 1.12785, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3428, GAUSSIAN, 12:30:33.967, 12.26.49.813, 0.6807865, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3430, GAUSSIAN, 12:30:33.694, 12.26.51.812, 0.6852487, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3431, GAUSSIAN, 12:30:33.011, 12.26.51.809, 0.8572161, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3433, GAUSSIAN, 12:30:32.328, 12.26.53.807, -3.050317, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3434, GAUSSIAN, 12:30:51.717, 12.26.55.839, 61.35007, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3435, GAUSSIAN, 12:30:33.284, 12.26.55.81, 1.320346, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3436, GAUSSIAN, 12:30:32.601, 12.26.55.808, 0.8469022, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3437, GAUSSIAN, 12:30:33.147, 12.26.57.81, 0.6921487, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3438, GAUSSIAN, 12:30:33.011, 12.26.59.809, 0.6263161, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3441, GAUSSIAN, 12:30:32.874, 12.27.01.809, 0.6945609, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3442, GAUSSIAN, 12:30:58.408, 12.27.05.831, 7.243081, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3443, GAUSSIAN, 12:31:01.002, 12.27.07.825, -4.752569, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3444, GAUSSIAN, 12:31:00.456, 12.27.07.826, 10.99417, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3445, GAUSSIAN, 12:30:57.179, 12.27.11.833, 7.04783, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3446, GAUSSIAN, 12:30:52.537, 12.27.13.839, 3.638617, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3447, GAUSSIAN, 12:30:51.854, 12.27.15.839, 3.360404, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3455, GAUSSIAN, 12:30:51.171, 12.27.25.84, 3.918812, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3458, GAUSSIAN, 12:30:50.761, 12.27.31.84, 4.043014, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3459, GAUSSIAN, 12:30:50.488, 12.27.31.84, 4.396865, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3462, GAUSSIAN, 12:30:51.171, 12.27.35.84, 5.604373, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3463, GAUSSIAN, 12:30:50.625, 12.27.35.84, 4.590527, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3466, GAUSSIAN, 12:30:50.215, 12.27.37.84, 11.17277, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3467, GAUSSIAN, 12:30:50.898, 12.27.41.84, 5.764447, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3468, GAUSSIAN, 12:30:50.215, 12.27.41.84, 10.18449, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3469, GAUSSIAN, 12:30:51.717, 12.27.45.839, 3.026283, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3471, GAUSSIAN, 12:30:50.762, 12.27.47.84, 6.256772, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3472, GAUSSIAN, 12:30:50.488, 12.27.47.84, 5.950974, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3474, GAUSSIAN, 12:30:57.043, 12.27.49.833, -0.348172, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3475, GAUSSIAN, 12:30:55.677, 12.27.49.836, -1.983767, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3476, GAUSSIAN, 12:30:51.308, 12.27.51.84, 1.701102, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3477, GAUSSIAN, 12:30:54.995, 12.27.53.836, 8.224777, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s5c3478, GAUSSIAN, 12:30:54.312, 12.27.55.837, 0.3943613, [-0.7], false, 57725267.99815525, 211.9338040527854, 211.9338040527854, 0, 3c274
s0c10_2, POINT, 12:30:50.352, 12.23.09.84, 6.271634, [-0.7], false, 57725311.27918078, 0.0, 0.0, 0, 3c274
s0c11_2, POINT, 12:30:50.625, 12.23.13.84, 6.876015, [-0.7], false, 57725311.27918078, 0.0, 0.0, 0, 3c274
s0c12_2, POINT, 12:30:50.352, 12.23.15.84, 8.539917, [-0.7], false, 57725311.27918078, 0.0, 0.0, 0, 3c274
s0c13_2, POINT, 12:30:50.352, 12.23.17.84, 7.749896, [-0.7], false, 57725311.27918078, 0.0, 0.0, 0, 3c274
s0c14_2, POINT, 12:30:50.352, 12.23.19.84, 6.261618, [-0.7], false, 57725311.27918078, 0.0, 0.0, 0, 3c274
