FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57711402.37534103', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-30 00:12:28: LOAD (from file 'img/img-4c16.49-final-sources.txt')
# 2024-11-30 00:12:28: GROUP (algorithm = 'single')
# 2024-11-30 00:12:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:12:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:12:28: GROUP (algorithm = 'meanshift')
# 2024-11-30 00:12:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:12:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:12:28: FILTER (Patch = Patch_19 None)
# 2024-11-30 00:12:28: SETPATCHPOSITIONS (method = 'mid')

 , , 4c16.49, 17:34:23.6667, 16.00.33.1596
s0c212, POINT, 4c16.49, 17:33:52.965, 15.53.45.953, 0.01506363, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
s0c213, POINT, 4c16.49, 17:34:13.205, 15.53.48.185, 0.02750859, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
s0c214, POINT, 4c16.49, 17:34:13.483, 15.53.50.187, 0.01163284, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
s0c215, POINT, 4c16.49, 17:34:13.344, 15.53.50.186, 0.003810646, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
s0c216, POINT, 4c16.49, 17:34:13.898, 15.53.52.191, 0.03771707, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
s0c217, POINT, 4c16.49, 17:34:13.76, 15.53.52.189, 0.005401026, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
s0c218, POINT, 4c16.49, 17:33:53.38, 15.53.51.959, 0.01892426, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
s0c219, POINT, 4c16.49, 17:33:53.242, 15.53.51.957, 0.003405285, [-0.7], false, 57711402.37534103, 0.0, 0.0, 0.0
