FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57711839.72791658', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:37:02: LOAD (from file 'img/img-3c268.4-final-sources.txt')
# 2024-11-29 21:37:02: GROUP (algorithm = 'single')
# 2024-11-29 21:37:02: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:37:02: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:37:03: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:37:03: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:37:03: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:37:03: FILTER (Patch = Patch_25 None)
# 2024-11-29 21:37:03: SETPATCHPOSITIONS (method = 'mid')

 , , 3c268.4, 12:09:12.2331, 43.39.08.7314
s0c343, POINT, 3c268.4, 12:08:54.875, 43.28.12.643, 0.01563101, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
s0c344, POINT, 3c268.4, 12:08:54.875, 43.28.14.643, 0.002932366, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
s0c347, POINT, 3c268.4, 12:08:55.059, 43.28.16.645, 0.01328836, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
s0c382, POINT, 3c268.4, 12:08:59.088, 43.31.26.682, 0.01808264, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
s0c383, POINT, 3c268.4, 12:08:58.904, 43.31.26.681, 0.01293323, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
s0c386, POINT, 3c268.4, 12:08:56.509, 43.32.24.66, 0.01599628, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
s0c387, POINT, 3c268.4, 12:08:56.693, 43.32.26.662, 0.01139474, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
s0c388, POINT, 3c268.4, 12:08:56.876, 43.32.30.663, 0.002702564, [-0.7], false, 57711839.72791658, 0.0, 0.0, 0.0
