FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57709125.58378242', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:55:35: LOAD (from file 'img/img-3c285-final-sources.txt')
# 2024-11-29 21:55:35: GROUP (algorithm = 'single')
# 2024-11-29 21:55:35: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:55:36: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:56:39: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:56:43: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:56:47: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:56:48: FILTER (Patch = Patch_496 None)
# 2024-11-29 21:56:48: SETPATCHPOSITIONS (method = 'mid')

 , , 3c285, 13:21:11.3270, 42.37.11.5268
s0c5052, POINT, 3c285, 13:20:00.153, 43.02.03.137, 0.01828663, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
s0c5057, POINT, 3c285, 13:20:00.152, 43.02.05.137, 0.006644732, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
s0c5114, POINT, 3c285, 13:20:37.356, 43.02.56.325, 0.009639962, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
s0c5115, POINT, 3c285, 13:19:51.377, 43.02.54.751, 0.01911165, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
s0c5116, POINT, 3c285, 13:19:51.195, 43.02.54.742, 0.01002285, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
s0c5186, POINT, 3c285, 13:20:43.917, 43.03.40.459, 0.02137465, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
s0c5187, POINT, 3c285, 13:20:43.735, 43.03.40.455, 0.002673721, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
s0c5191, POINT, 3c285, 13:20:42.822, 43.03.42.438, 0.01086886, [-0.7], false, 57709125.58378242, 0.0, 0.0, 0.0
