FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57710483.81879666', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 19:11:06: LOAD (from file 'img/img-3c184.1-final-sources.txt')
# 2024-11-29 19:11:06: GROUP (algorithm = 'single')
# 2024-11-29 19:11:06: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:11:06: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:11:07: GROUP (algorithm = 'meanshift')
# 2024-11-29 19:11:07: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:11:07: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:11:07: FILTER (Patch = Patch_1 None)
# 2024-11-29 19:11:07: SETPATCHPOSITIONS (method = 'mid')

 , , 3c184.1, 7:43:01.4501, 80.26.25.5904
s0c100, POINT, 3c184.1, 7:43:12.667, 80.25.13.579, 0.3176996, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
s0c101, POINT, 3c184.1, 7:43:15.071, 80.25.15.573, 0.05589151, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
s0c102, POINT, 3c184.1, 7:43:14.27, 80.25.15.575, 0.4739825, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
s0c103, POINT, 3c184.1, 7:43:15.873, 80.25.17.571, 0.3773709, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
s0c104, POINT, 3c184.1, 7:43:15.072, 80.25.17.573, 0.07517911, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
s0c105, POINT, 3c184.1, 7:43:14.271, 80.25.17.575, 0.8297401, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
s0c106, POINT, 3c184.1, 7:43:11.871, 80.25.31.58, 0.09184781, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
s0c107, POINT, 3c184.1, 7:43:11.872, 80.25.33.58, 0.09398364, [-0.7], false, 57710483.81879666, 0.0, 0.0, 0.0
