FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57715417.22122166', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-30 00:28:26: LOAD (from file 'img/img-4c74.16-final-sources.txt')
# 2024-11-30 00:28:26: GROUP (algorithm = 'single')
# 2024-11-30 00:28:26: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:28:26: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:28:26: GROUP (algorithm = 'meanshift')
# 2024-11-30 00:28:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:28:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-30 00:28:27: FILTER (Patch = Patch_12 None)
# 2024-11-30 00:28:27: SETPATCHPOSITIONS (method = 'mid')

 , , 4c74.16, 10:14:50.3202, 74.32.40.8508
s0c155, POINT, 4c74.16, 10:13:29.977, 74.27.18.326, 0.02195384, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
s0c156, POINT, 4c74.16, 10:13:29.478, 74.27.20.32, 0.006668912, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
s0c157, POINT, 4c74.16, 10:13:29.476, 74.27.22.32, 0.05391994, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
s0c158, POINT, 4c74.16, 10:13:30.47, 74.27.24.333, 0.09594437, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
s0c159, POINT, 4c74.16, 10:13:29.972, 74.27.24.326, 0.09338431, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
s0c160, POINT, 4c74.16, 10:13:29.474, 74.27.24.32, 0.108627, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
s0c161, POINT, 4c74.16, 10:13:28.479, 74.27.24.307, 0.004553599, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
s0c162, POINT, 4c74.16, 10:13:27.982, 74.27.24.301, 0.03038713, [-0.7], false, 57715417.22122166, 0.0, 0.0, 0.0
