FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57703466.58795935', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:45:20: LOAD (from file 'img/img-3c314.1-final-sources.txt')
# 2024-11-29 21:45:20: GROUP (algorithm = 'single')
# 2024-11-29 21:45:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:20: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:45:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:20: FILTER (Patch = Patch_8 None)
# 2024-11-29 21:45:20: SETPATCHPOSITIONS (method = 'mid')

 , , 3c314.1, 15:11:21.5593, 70.40.24.9055
s0c119, POINT, 3c314.1, 15:10:29.128, 70.34.25.363, 0.1102422, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
s0c120, POINT, 3c314.1, 15:10:28.728, 70.34.33.363, 0.04092984, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
s0c121, POINT, 3c314.1, 15:10:29.129, 70.34.35.363, 0.01388391, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
s0c122, POINT, 3c314.1, 15:10:29.129, 70.34.37.363, 0.09673546, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
s0c148, POINT, 3c314.1, 15:12:25.243, 70.44.54.838, 0.09170023, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
s0c149, POINT, 3c314.1, 15:12:25.246, 70.44.56.837, 0.1005804, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
s0c150, POINT, 3c314.1, 15:10:25.946, 70.45.03.369, 0.2792974, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
s0c151, POINT, 3c314.1, 15:10:23.52, 70.45.21.37, 0.3095779, [-0.7], false, 57703466.58795935, 0.0, 0.0, 0.0
