FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57775404.09099294', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:08:29: LOAD (from file 'img/img-3c315-final-sources.txt')
# 2024-11-29 21:08:29: GROUP (algorithm = 'single')
# 2024-11-29 21:08:29: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:08:29: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:08:29: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:08:29: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:08:29: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:08:29: FILTER (Patch = Patch_10 None)
# 2024-11-29 21:08:29: SETPATCHPOSITIONS (method = 'mid')

 , , 3c315, 15:13:40.5927, 26.07.35.7399
s3c11, GAUSSIAN, 3c315, 15:13:39.33, 26.08.56.74, 0.1928285, [-0.7], false, 57775404.09099294, 35.32230067546424, 35.32230067546424, 0
s4c13, GAUSSIAN, 3c315, 15:13:39.924, 26.07.30.74, 1.931332, [-0.7], false, 57775404.09099294, 70.64460135092848, 70.64460135092848, 0
s4c14, GAUSSIAN, 3c315, 15:13:39.924, 26.07.36.74, 2.111231, [-0.7], false, 57775404.09099294, 70.64460135092848, 70.64460135092848, 0
s4c15, GAUSSIAN, 3c315, 15:13:40.073, 26.07.52.74, 1.163541, [-0.7], false, 57775404.09099294, 70.64460135092848, 70.64460135092848, 0
s4c16, GAUSSIAN, 3c315, 15:13:39.776, 26.08.34.74, 1.210534, [-0.7], false, 57775404.09099294, 70.64460135092848, 70.64460135092848, 0
s4c17, GAUSSIAN, 3c315, 15:13:39.627, 26.08.50.74, 1.091304, [-0.7], false, 57775404.09099294, 70.64460135092848, 70.64460135092848, 0
s4c18, GAUSSIAN, 3c315, 15:13:39.479, 26.09.00.74, -0.1596602, [-0.7], false, 57775404.09099294, 70.64460135092848, 70.64460135092848, 0
s4c19, GAUSSIAN, 3c315, 15:13:39.479, 26.09.24.74, 4.024994, [-0.7], false, 57775404.09099294, 70.64460135092848, 70.64460135092848, 0
s5c1, GAUSSIAN, 3c315, 15:13:42.003, 26.05.46.739, 20.35359, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c2, GAUSSIAN, 3c315, 15:13:42.3, 26.05.48.739, 5.447872, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c3, GAUSSIAN, 3c315, 15:13:40.073, 26.06.24.74, 2.039144, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c4, GAUSSIAN, 3c315, 15:13:38.885, 26.07.06.74, 3.171795, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c5, GAUSSIAN, 3c315, 15:13:39.033, 26.07.30.74, 5.499173, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c6, GAUSSIAN, 3c315, 15:13:39.033, 26.07.34.74, 2.302873, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c7, GAUSSIAN, 3c315, 15:13:39.33, 26.08.34.74, 2.141155, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c8, GAUSSIAN, 3c315, 15:13:39.33, 26.08.56.74, 3.290918, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
s5c9, GAUSSIAN, 3c315, 15:13:39.182, 26.09.12.74, 19.92939, [-0.7], false, 57775404.09099294, 141.289202701857, 141.289202701857, 0
