FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57733518.06623947', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 23:52:01: LOAD (from file 'img/img-4c12.03-final-sources.txt')
# 2024-11-29 23:52:01: GROUP (algorithm = 'single')
# 2024-11-29 23:52:01: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:52:01: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:52:01: GROUP (algorithm = 'meanshift')
# 2024-11-29 23:52:01: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:52:01: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:52:02: FILTER (Patch = Patch_2 None)
# 2024-11-29 23:52:02: SETPATCHPOSITIONS (method = 'mid')

 , , 4c12.03, 0:10:13.2051, 12.42.55.1587
s0c101, POINT, 4c12.03, 0:10:36.638, 12.39.57.983, 0.01827119, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
s0c102, POINT, 4c12.03, 0:10:36.502, 12.39.57.984, 0.02582098, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
s0c103, POINT, 4c12.03, 0:10:31.719, 12.40.12.031, 0.03128055, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
s0c118, POINT, 4c12.03, 0:09:49.9, 12.43.04.209, 0.07627745, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
s0c121, POINT, 4c12.03, 0:09:50.857, 12.43.08.21, 0.09477203, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
s0c122, POINT, 4c12.03, 0:09:50.174, 12.43.10.209, -0.06713141, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
s0c123, POINT, 4c12.03, 0:09:50.31, 12.43.22.209, -0.05989018, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
s0c124, POINT, 4c12.03, 0:09:50.857, 12.43.34.21, -0.03046014, [-0.7], false, 57733518.06623947, 0.0, 0.0, 0.0
