FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57713759.87800125', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 22:31:33: LOAD (from file 'img/img-3c427.1-final-sources.txt')
# 2024-11-29 22:31:33: GROUP (algorithm = 'single')
# 2024-11-29 22:31:33: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:34: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:34: GROUP (algorithm = 'meanshift')
# 2024-11-29 22:31:34: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:34: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:34: FILTER (Patch = Patch_6 None)
# 2024-11-29 22:31:34: SETPATCHPOSITIONS (method = 'mid')

 , , 3c427.1, 21:04:04.6253, 76.34.01.3980
s0c148, POINT, 3c427.1, 21:02:39.1, 76.23.29.446, 0.03115471, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
s0c149, POINT, 3c427.1, 21:02:39.097, 76.23.31.446, 0.01705956, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
s0c219, POINT, 3c427.1, 21:04:08.657, 76.32.56.41, 0.9381022, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
s0c220, POINT, 3c427.1, 21:04:09.803, 76.32.58.409, 0.2721281, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
s0c221, POINT, 3c427.1, 21:04:09.23, 76.32.58.409, 0.5570127, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
s0c222, POINT, 3c427.1, 21:04:10.95, 76.33.00.408, 0.4085548, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
s0c223, POINT, 3c427.1, 21:04:10.376, 76.33.00.409, 1.184101, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
s0c224, POINT, 3c427.1, 21:04:09.803, 76.33.00.409, 2.899631, [-0.7], false, 57713759.87800125, 0.0, 0.0, 0.0
