FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57713440.17185964', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 20:58:53: LOAD (from file 'img/img-3c19-final-sources.txt')
# 2024-11-29 20:58:53: GROUP (algorithm = 'single')
# 2024-11-29 20:58:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:58:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:58:53: GROUP (algorithm = 'meanshift')
# 2024-11-29 20:58:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:58:54: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:58:54: FILTER (Patch = Patch_42 None)
# 2024-11-29 20:58:54: SETPATCHPOSITIONS (method = 'mid')

 , , 3c19, 0:40:51.5191, 33.10.47.4667
s0c274, POINT, 3c19, 0:41:09.65, 32.58.15.165, 0.01819879, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
s0c275, POINT, 3c19, 0:41:09.491, 32.58.15.166, 0.02341263, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
s0c296, POINT, 3c19, 0:40:38.331, 33.01.07.15, 0.0261926, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
s0c297, POINT, 3c19, 0:40:38.331, 33.01.09.15, 0.02456152, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
s0c298, POINT, 3c19, 0:40:52.166, 33.01.19.217, 0.02622261, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
s0c299, POINT, 3c19, 0:40:52.007, 33.01.19.217, 0.01682357, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
s0c302, POINT, 3c19, 0:41:13.317, 33.01.47.136, 0.05510898, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
s0c324, POINT, 3c19, 0:40:09.036, 33.05.16.691, 0.0241501, [-0.7], false, 57713440.17185964, 0.0, 0.0, 0.0
