FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57703662.41368189', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 19:51:10: LOAD (from file 'img/img-3c220.1-final-sources.txt')
# 2024-11-29 19:51:10: GROUP (algorithm = 'single')
# 2024-11-29 19:51:10: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:51:10: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:51:10: GROUP (algorithm = 'meanshift')
# 2024-11-29 19:51:10: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:51:11: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:51:11: FILTER (Patch = Patch_16 None)
# 2024-11-29 19:51:11: SETPATCHPOSITIONS (method = 'mid')

 , , 3c220.1, 9:31:50.8591, 79.07.47.8370
s0c327, POINT, 3c220.1, 9:31:04.666, 78.57.18.816, 0.05846225, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
s0c328, POINT, 3c220.1, 9:31:05.357, 78.57.20.83, 0.03218739, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
s0c329, POINT, 3c220.1, 9:31:04.661, 78.57.20.816, 0.04799676, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
s0c330, POINT, 3c220.1, 9:35:28.033, 79.01.12.87, 0.02438677, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
s0c331, POINT, 3c220.1, 9:35:28.041, 79.01.14.87, 0.01177803, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
s0c335, POINT, 3c220.1, 9:32:37.194, 79.06.17.749, 0.08566029, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
s0c336, POINT, 3c220.1, 9:32:36.489, 79.06.17.749, 0.3799632, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
s0c337, POINT, 3c220.1, 9:32:37.194, 79.06.19.749, 0.4336843, [-0.7], false, 57703662.41368189, 0.0, 0.0, 0.0
