FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57725248.99617612', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 19:44:04: LOAD (from file 'img/img-3c226-final-sources.txt')
# 2024-11-29 19:44:04: GROUP (algorithm = 'single')
# 2024-11-29 19:44:04: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:44:04: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:44:04: GROUP (algorithm = 'meanshift')
# 2024-11-29 19:44:04: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:44:04: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:44:04: FILTER (Patch = Patch_1 None)
# 2024-11-29 19:44:04: SETPATCHPOSITIONS (method = 'mid')

 , , 3c226, 9:44:03.5295, 9.46.41.7948
s0c100, POINT, 3c226, 9:44:17.059, 9.46.04.81, 2.043107, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
s0c101, POINT, 3c226, 9:44:17.059, 9.46.06.81, 3.283468, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
s0c102, POINT, 3c226, 9:44:16.924, 9.46.08.81, 6.679697, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
s0c103, POINT, 3c226, 9:44:16.518, 9.46.14.81, 4.02134, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
s0c104, POINT, 3c226, 9:44:16.383, 9.46.16.81, 3.16761, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
s0c105, POINT, 3c226, 9:44:16.383, 9.46.18.81, -3.344525, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
s0c106, POINT, 3c226, 9:44:16.247, 9.46.22.81, 4.888971, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
s0c107, POINT, 3c226, 9:44:15.977, 9.46.26.81, 4.356621, [-0.7], false, 57725248.99617612, 0.0, 0.0, 0.0
