FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57709843.72442504', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:50:28: LOAD (from file 'img/img-3c322-final-sources.txt')
# 2024-11-29 21:50:28: GROUP (algorithm = 'single')
# 2024-11-29 21:50:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:28: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:50:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:28: FILTER (Patch = Patch_18 None)
# 2024-11-29 21:50:28: SETPATCHPOSITIONS (method = 'mid')

 , , 3c322, 15:34:33.4223, 55.36.38.3525
s0c251, POINT, 3c322, 15:34:43.564, 55.26.59.87, 0.03376548, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
s0c252, POINT, 3c322, 15:34:42.389, 55.26.59.859, 0.02416721, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
s0c283, POINT, 3c322, 15:35:00.489, 55.36.25.95, 0.110207, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
s0c284, POINT, 3c322, 15:35:00.253, 55.36.27.95, 0.02774733, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
s0c285, POINT, 3c322, 15:35:02.141, 55.36.33.95, 0.105202, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
s0c286, POINT, 3c322, 15:35:01.905, 55.36.33.95, 0.1410995, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
s0c287, POINT, 3c322, 15:35:01.197, 55.36.33.95, 0.07879232, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
s0c288, POINT, 3c322, 15:35:00.961, 55.36.33.95, 0.1409102, [-0.7], false, 57709843.72442504, 0.0, 0.0, 0.0
