FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57718491.53512259', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 22:25:21: LOAD (from file 'img/img-3c35-final-sources.txt')
# 2024-11-29 22:25:21: GROUP (algorithm = 'single')
# 2024-11-29 22:25:22: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:25:22: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:26:28: GROUP (algorithm = 'meanshift')
# 2024-11-29 22:26:32: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:26:36: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:26:37: FILTER (Patch = Patch_214 None)
# 2024-11-29 22:26:37: SETPATCHPOSITIONS (method = 'mid')

 , , 3c35, 1:12:01.9560, 49.29.10.4995
s0c2307, POINT, 3c35, 1:11:57.973, 49.15.57.493, 0.01636683, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
s0c2310, POINT, 3c35, 1:11:58.177, 49.15.59.494, 0.002846834, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
s0c2311, POINT, 3c35, 1:11:57.973, 49.15.59.493, 0.002470504, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
s0c2313, POINT, 3c35, 1:12:10.029, 49.16.03.482, 0.01563751, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
s0c2321, POINT, 3c35, 1:11:53.068, 49.16.13.476, 0.01607228, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
s0c2325, POINT, 3c35, 1:12:00.016, 49.16.17.497, 0.01849076, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
s0c2326, POINT, 3c35, 1:11:54.703, 49.16.17.483, 0.0117148, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
s0c2336, POINT, 3c35, 1:11:54.703, 49.16.21.483, 0.005354038, [-0.7], false, 57718491.53512259, 0.0, 0.0, 0.0
