FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57709110.23651416', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 18:39:52: LOAD (from file 'img/img-3c14-final-sources.txt')
# 2024-11-29 18:39:52: GROUP (algorithm = 'single')
# 2024-11-29 18:39:52: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 18:39:52: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 18:39:52: GROUP (algorithm = 'meanshift')
# 2024-11-29 18:39:52: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 18:39:52: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 18:39:52: FILTER (Patch = Patch_13 None)
# 2024-11-29 18:39:52: SETPATCHPOSITIONS (method = 'mid')

 , , 3c14, 0:36:06.3700, 18.37.54.0500
s0c202, POINT, 3c14, 0:36:06.721, 18.37.39.05, 1.390492, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
s0c203, POINT, 3c14, 0:36:06.721, 18.37.41.05, 1.040587, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
s0c204, POINT, 3c14, 0:36:06.721, 18.37.43.05, 1.103269, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
s0c205, POINT, 3c14, 0:36:06.581, 18.37.43.05, 1.155464, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
s0c206, POINT, 3c14, 0:36:06.581, 18.37.45.05, 2.07857, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
s0c207, POINT, 3c14, 0:36:06.44, 18.37.47.05, 0.1050936, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
s0c208, POINT, 3c14, 0:36:06.299, 18.37.47.05, 0.3248206, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
s0c209, POINT, 3c14, 0:36:06.581, 18.37.49.05, 0.1726558, [-0.7], false, 57709110.23651416, 0.0, 0.0, 0.0
