FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57703352.32366696', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 22:29:30: LOAD (from file 'img/img-3c343.1-final-sources.txt')
# 2024-11-29 22:29:30: GROUP (algorithm = 'single')
# 2024-11-29 22:29:30: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:29:30: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:29:31: GROUP (algorithm = 'meanshift')
# 2024-11-29 22:29:31: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:29:31: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:29:31: FILTER (Patch = Patch_17 None)
# 2024-11-29 22:29:31: SETPATCHPOSITIONS (method = 'mid')

 , , 3c343.1, 16:38:16.8859, 62.37.08.0206
s0c203, POINT, 3c343.1, 16:38:12.501, 62.30.44.916, 0.1124328, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c204, POINT, 3c343.1, 16:38:12.212, 62.30.44.914, 0.06850886, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c212, POINT, 3c343.1, 16:38:27.811, 62.34.32.97, -0.05719843, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c213, POINT, 3c343.1, 16:38:27.521, 62.34.32.97, 0.112808, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c214, POINT, 3c343.1, 16:38:27.232, 62.34.32.97, -0.3096804, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c215, POINT, 3c343.1, 16:38:27.811, 62.34.34.97, -0.3579911, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c216, POINT, 3c343.1, 16:38:27.521, 62.34.34.97, 0.1661556, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c217, POINT, 3c343.1, 16:38:29.837, 62.34.38.969, 0.161938, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c218, POINT, 3c343.1, 16:38:28.679, 62.34.42.97, 0.1268446, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c219, POINT, 3c343.1, 16:38:28.39, 62.34.42.97, 3.140528, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c220, POINT, 3c343.1, 16:38:28.39, 62.34.44.97, 1.633903, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c221, POINT, 3c343.1, 16:38:28.1, 62.34.44.97, 0.6257195, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c222, POINT, 3c343.1, 16:38:26.652, 62.34.46.97, 0.2446153, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c248, POINT, 3c343.1, 16:37:50.003, 62.42.38.648, 0.02388413, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c249, POINT, 3c343.1, 16:37:49.419, 62.42.46.638, 0.0385541, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c250, POINT, 3c343.1, 16:38:43.519, 62.43.18.918, 0.009319642, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c251, POINT, 3c343.1, 16:38:43.228, 62.43.18.92, 0.02553768, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c252, POINT, 3c343.1, 16:38:42.937, 62.43.18.922, 0.02953278, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c253, POINT, 3c343.1, 16:38:44.101, 62.43.20.914, 0.02463756, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c254, POINT, 3c343.1, 16:38:43.519, 62.43.20.918, 0.02412738, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
s0c255, POINT, 3c343.1, 16:38:44.394, 62.43.30.912, 0.03692738, [-0.7], false, 57703352.32366696, 0.0, 0.0, 0.0
