FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57708228.35297678', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 19:41:55: LOAD (from file 'img/img-3c225b-final-sources.txt')
# 2024-11-29 19:41:55: GROUP (algorithm = 'single')
# 2024-11-29 19:41:55: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:41:55: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:41:56: GROUP (algorithm = 'meanshift')
# 2024-11-29 19:41:56: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:41:56: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:41:56: FILTER (Patch = Patch_14 None)
# 2024-11-29 19:41:56: SETPATCHPOSITIONS (method = 'mid')

 , , 3c225b, 9:42:17.2489, 13.44.54.4297
s0c153, POINT, 3c225b, 9:42:20.745, 13.34.18.425, 0.01494098, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
s0c154, POINT, 3c225b, 9:42:20.745, 13.34.20.425, 0.04073829, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
s0c157, POINT, 3c225b, 9:42:21.568, 13.34.32.424, 0.0339403, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
s0c158, POINT, 3c225b, 9:42:20.745, 13.34.32.425, 0.04545555, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
s0c204, POINT, 3c225b, 9:41:50.418, 13.42.12.351, 0.03574115, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
s0c205, POINT, 3c225b, 9:41:50.693, 13.42.20.353, 0.04104032, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
s0c206, POINT, 3c225b, 9:41:51.241, 13.42.28.356, 0.01071385, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
s0c207, POINT, 3c225b, 9:41:51.104, 13.42.28.356, 0.03031524, [-0.7], false, 57708228.35297678, 0.0, 0.0, 0.0
