FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57739855.94049932', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 23:25:28: LOAD (from file 'img/img-3c76.1-final-sources.txt')
# 2024-11-29 23:25:28: GROUP (algorithm = 'single')
# 2024-11-29 23:25:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:25:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:25:28: GROUP (algorithm = 'meanshift')
# 2024-11-29 23:25:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:25:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:25:28: FILTER (Patch = Patch_32 None)
# 2024-11-29 23:25:28: SETPATCHPOSITIONS (method = 'mid')

 , , 3c76.1, 3:03:24.3093, 16.29.25.9798
s0c78, POINT, 3c76.1, 3:03:42.122, 16.35.44.892, 0.04132295, [-0.7], false, 57739855.94049932, 0.0, 0.0, 0.0
s0c79, POINT, 3c76.1, 3:03:42.261, 16.35.46.891, 0.01776706, [-0.7], false, 57739855.94049932, 0.0, 0.0, 0.0
s3c10, GAUSSIAN, 3c76.1, 3:03:06.373, 16.26.54.989, 0.246397, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c11, GAUSSIAN, 3c76.1, 3:03:15.548, 16.27.07, 0.2762525, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c1, GAUSSIAN, 3c76.1, 3:03:17.355, 16.23.04.999, 0.5035576, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c2, GAUSSIAN, 3c76.1, 3:03:17.216, 16.23.06.999, 0.07238789, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c3, GAUSSIAN, 3c76.1, 3:03:16.66, 16.23.23, 0.08578572, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c4, GAUSSIAN, 3c76.1, 3:03:17.216, 16.23.40.999, -0.00988963, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c5, GAUSSIAN, 3c76.1, 3:03:17.494, 16.23.50.999, 0.014681, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c6, GAUSSIAN, 3c76.1, 3:03:19.163, 16.26.32.997, 0.1281977, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c7, GAUSSIAN, 3c76.1, 3:03:10.96, 16.26.32.998, 0.2975618, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c8, GAUSSIAN, 3c76.1, 3:03:10.821, 16.26.32.997, 0.1819635, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s3c9, GAUSSIAN, 3c76.1, 3:03:06.512, 16.26.54.989, 0.1244869, [-0.7], false, 57739855.94049932, 35.32230067546424, 35.32230067546424, 0
s4c0, GAUSSIAN, 3c76.1, 3:03:17.355, 16.23.40.999, 0.2091517, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c10, GAUSSIAN, 3c76.1, 3:03:16.66, 16.26.53, 0.01515129, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c11, GAUSSIAN, 3c76.1, 3:03:07.068, 16.26.52.991, 2.654934, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c12, GAUSSIAN, 3c76.1, 3:03:16.521, 16.26.55, 1.440939, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c1, GAUSSIAN, 3c76.1, 3:03:17.355, 16.23.48.999, 0.2045099, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c2, GAUSSIAN, 3c76.1, 3:03:17.216, 16.23.56.999, 2.916919, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c3, GAUSSIAN, 3c76.1, 3:03:18.607, 16.26.40.998, 0.3478774, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c4, GAUSSIAN, 3c76.1, 3:03:09.153, 16.26.42.995, 0.4033453, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c5, GAUSSIAN, 3c76.1, 3:03:18.189, 16.26.44.998, 0.330883, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c6, GAUSSIAN, 3c76.1, 3:03:12.768, 16.26.44.999, 0.1693536, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c7, GAUSSIAN, 3c76.1, 3:03:08.736, 16.26.44.994, 0.4262743, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c8, GAUSSIAN, 3c76.1, 3:03:18.189, 16.26.46.998, 0.3528961, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s4c9, GAUSSIAN, 3c76.1, 3:03:08.597, 16.26.46.994, 0.4947164, [-0.7], false, 57739855.94049932, 70.64460135092848, 70.64460135092848, 0
s5c0, GAUSSIAN, 3c76.1, 3:03:15.687, 16.26.27, 13.22068, [-0.7], false, 57739855.94049932, 141.289202701857, 141.289202701857, 0
