FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57712070.83094157', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 20:37:09: LOAD (from file 'img/img-3c263.1-final-sources.txt')
# 2024-11-29 20:37:09: GROUP (algorithm = 'single')
# 2024-11-29 20:37:09: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:37:09: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:37:10: GROUP (algorithm = 'meanshift')
# 2024-11-29 20:37:10: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:37:10: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:37:10: FILTER (Patch = Patch_27 None)
# 2024-11-29 20:37:10: SETPATCHPOSITIONS (method = 'mid')

 , , 3c263.1, 11:43:12.9340, 22.02.12.9276
s0c318, POINT, 3c263.1, 11:42:59.356, 21.57.05.833, 0.03191803, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
s0c319, POINT, 3c263.1, 11:42:59.356, 21.57.07.833, 0.004843832, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
s0c320, POINT, 3c263.1, 11:42:59.643, 21.57.11.836, 0.01988395, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
s0c321, POINT, 3c263.1, 11:42:59.787, 21.57.13.837, 0.008622114, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
s0c322, POINT, 3c263.1, 11:42:59.643, 21.57.13.836, 0.01544521, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
s0c323, POINT, 3c263.1, 11:42:59.786, 21.57.15.837, 0.03293625, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
s0c324, POINT, 3c263.1, 11:43:00.074, 21.57.21.84, 0.01640529, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
s0c325, POINT, 3c263.1, 11:43:00.074, 21.57.23.84, 0.01849588, [-0.7], false, 57712070.83094157, 0.0, 0.0, 0.0
