FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57684350.79073313', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:50:26: LOAD (from file 'img/img-3c326-final-taper25arcsec-sources.txt')
# 2024-11-29 21:50:27: GROUP (algorithm = 'single')
# 2024-11-29 21:50:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:27: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:50:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:50:27: FILTER (Patch = Patch_10 None)
# 2024-11-29 21:50:27: SETPATCHPOSITIONS (method = 'mid')

 , , 3c326, 15:52:24.6430, 20.05.50.2018
s0c231, POINT, 3c326, 15:52:23.861, 20.04.58.212, 0.04784589, [-0.7], false, 57684350.79073313, 0.0, 0.0, 0.0
s0c237, POINT, 3c326, 15:52:20.739, 20.05.22.226, 0.1451059, [-0.7], false, 57684350.79073313, 0.0, 0.0, 0.0
s0c239, POINT, 3c326, 15:52:22.018, 20.06.42.221, 0.06404201, [-0.7], false, 57684350.79073313, 0.0, 0.0, 0.0
s0c240, POINT, 3c326, 15:52:26.846, 20.06.46.195, 0.06006037, [-0.7], false, 57684350.79073313, 0.0, 0.0, 0.0
s3c103, GAUSSIAN, 3c326, 15:52:23.577, 20.04.58.213, 0.1013488, [-0.7], false, 57684350.79073313, 35.32230067546424, 35.32230067546424, 0
s3c104, GAUSSIAN, 3c326, 15:52:20.455, 20.05.44.227, 0.2401364, [-0.7], false, 57684350.79073313, 35.32230067546424, 35.32230067546424, 0
s3c105, GAUSSIAN, 3c326, 15:52:20.455, 20.05.46.227, 0.32887, [-0.7], false, 57684350.79073313, 35.32230067546424, 35.32230067546424, 0
