FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57689676.1004141', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 23:20:34: LOAD (from file 'img/img-3c465-final-taper15arcsec-sources.txt')
# 2024-11-29 23:20:34: GROUP (algorithm = 'single')
# 2024-11-29 23:20:35: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:20:35: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:20:51: GROUP (algorithm = 'meanshift')
# 2024-11-29 23:20:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:20:55: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:20:56: FILTER (Patch = Patch_4 None)
# 2024-11-29 23:20:56: SETPATCHPOSITIONS (method = 'mid')

 , , 3c465, 23:38:19.3033, 27.02.54.0549
s0c1003, POINT, 3c465, 23:39:27.014, 27.05.06.666, -0.03157755, [-0.7], false, 57689676.1004141, 0.0, 0.0, 0.0
s0c1012, POINT, 3c465, 23:39:29.412, 27.05.18.604, 0.01310734, [-0.7], false, 57689676.1004141, 0.0, 0.0, 0.0
s0c1015, POINT, 3c465, 23:39:29.562, 27.05.20.6, 0.03155694, [-0.7], false, 57689676.1004141, 0.0, 0.0, 0.0
s0c1253, POINT, 3c465, 23:39:10.894, 27.13.47.021, 0.03647418, [-0.7], false, 57689676.1004141, 0.0, 0.0, 0.0
s0c980, POINT, 3c465, 23:39:29.094, 27.03.16.612, 0.008334699, [-0.7], false, 57689676.1004141, 0.0, 0.0, 0.0
s0c981, POINT, 3c465, 23:39:28.496, 27.03.20.628, 0.02011229, [-0.7], false, 57689676.1004141, 0.0, 0.0, 0.0
s0c987, POINT, 3c465, 23:39:21.314, 27.03.56.804, 0.02768888, [-0.7], false, 57689676.1004141, 0.0, 0.0, 0.0
s2c249, GAUSSIAN, 3c465, 23:39:28.945, 27.03.18.616, 0.0263366, [-0.7], false, 57689676.1004141, 26.49172550659818, 26.49172550659818, 0
s2c277, GAUSSIAN, 3c465, 23:39:20.011, 27.09.52.835, 0.02893895, [-0.7], false, 57689676.1004141, 26.49172550659818, 26.49172550659818, 0
s3c478, GAUSSIAN, 3c465, 23:39:21.315, 27.04.06.804, 0.02333694, [-0.7], false, 57689676.1004141, 52.98345101319636, 52.98345101319636, 0
s3c492, GAUSSIAN, 3c465, 23:39:14.747, 27.07.06.946, 0.05539194, [-0.7], false, 57689676.1004141, 52.98345101319636, 52.98345101319636, 0
s3c524, GAUSSIAN, 3c465, 23:39:19.261, 27.09.50.851, 0.02904637, [-0.7], false, 57689676.1004141, 52.98345101319636, 52.98345101319636, 0
s3c525, GAUSSIAN, 3c465, 23:39:18.213, 27.09.52.874, 0.01004268, [-0.7], false, 57689676.1004141, 52.98345101319636, 52.98345101319636, 0
s3c528, GAUSSIAN, 3c465, 23:39:09.074, 27.10.23.053, 0.008183984, [-0.7], false, 57689676.1004141, 52.98345101319636, 52.98345101319636, 0
s3c529, GAUSSIAN, 3c465, 23:39:09.074, 27.10.25.053, 0.1860929, [-0.7], false, 57689676.1004141, 52.98345101319636, 52.98345101319636, 0
s4c291, GAUSSIAN, 3c465, 23:37:09.093, 26.51.59.975, 0.01241158, [-0.7], false, 57689676.1004141, 105.9669020263927, 105.9669020263927, 0
s4c480, GAUSSIAN, 3c465, 23:39:20.266, 27.04.02.828, 0.06404104, [-0.7], false, 57689676.1004141, 105.9669020263927, 105.9669020263927, 0
s4c508, GAUSSIAN, 3c465, 23:39:18.629, 27.05.20.864, 0.3390489, [-0.7], false, 57689676.1004141, 105.9669020263927, 105.9669020263927, 0
