FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57712560.1093505', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 19:19:53: LOAD (from file 'img/img-3c173.1-final-sources.txt')
# 2024-11-29 19:19:53: GROUP (algorithm = 'single')
# 2024-11-29 19:19:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:19:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:19:53: GROUP (algorithm = 'meanshift')
# 2024-11-29 19:19:54: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:19:54: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 19:19:54: FILTER (Patch = Patch_14 None)
# 2024-11-29 19:19:54: SETPATCHPOSITIONS (method = 'mid')

 , , 3c173.1, 7:10:21.4419, 74.50.16.1718
s0c265, POINT, 3c173.1, 7:11:27.455, 74.40.55.438, 0.01541108, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
s0c266, POINT, 3c173.1, 7:11:26.951, 74.40.55.456, 0.01369394, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
s0c267, POINT, 3c173.1, 7:11:26.955, 74.40.57.456, 0.006935466, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
s0c268, POINT, 3c173.1, 7:11:24.454, 74.41.07.545, 0.02374334, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
s0c269, POINT, 3c173.1, 7:11:26.982, 74.41.09.455, 0.0337032, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
s0c270, POINT, 3c173.1, 7:11:26.478, 74.41.09.473, 0.003158031, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
s0c271, POINT, 3c173.1, 7:11:24.458, 74.41.09.545, 0.008960925, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
s0c373, POINT, 3c173.1, 7:09:15.701, 74.48.55.759, 0.08098225, [-0.7], false, 57712560.1093505, 0.0, 0.0, 0.0
