FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57726301.18616469', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 22:31:04: LOAD (from file 'img/img-3c386-final-sources.txt')
# 2024-11-29 22:31:04: GROUP (algorithm = 'single')
# 2024-11-29 22:31:04: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:05: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:48: GROUP (algorithm = 'meanshift')
# 2024-11-29 22:31:50: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:31:54: FILTER (Patch = Patch_177 None)
# 2024-11-29 22:31:54: SETPATCHPOSITIONS (method = 'mid')

 , , 3c386, 18:39:03.5629, 17.11.37.3082
s0c2068, POINT, 3c386, 18:38:38.211, 17.00.44.137, 0.05232254, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
s0c2080, POINT, 3c386, 18:38:41.837, 17.00.52.121, 0.05184383, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
s0c2082, POINT, 3c386, 18:38:35.841, 17.00.54.145, 0.0325881, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
s0c2100, POINT, 3c386, 18:38:40.303, 17.01.10.128, 0.007556411, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
s0c2101, POINT, 3c386, 18:38:40.164, 17.01.10.129, 0.03148835, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
s0c2110, POINT, 3c386, 18:38:26.499, 17.01.18.159, 0.05336746, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
s0c2124, POINT, 3c386, 18:38:33.611, 17.01.32.151, 0.0383736, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
s0c2125, POINT, 3c386, 18:38:05.024, 17.01.32.09, 0.04373967, [-0.7], false, 57726301.18616469, 0.0, 0.0, 0.0
