FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57704126.31363697', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-12-09 19:50:21: LOAD (from file 'img/img-3c469.1-final-sources.txt')
# 2024-12-09 19:50:21: GROUP (algorithm = 'single')
# 2024-12-09 19:50:21: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-09 19:50:22: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-09 19:50:22: GROUP (algorithm = 'meanshift')
# 2024-12-09 19:50:22: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-09 19:50:23: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-09 19:50:23: FILTER (Patch = Patch_15 None)
# 2024-12-09 19:50:23: SETPATCHPOSITIONS (method = 'mid')

 , , 3c469.1, 23:56:31.9625, 79.55.18.5748
s0c189, POINT, 3c469.1, 23:55:05.003, 79.46.16.395, 0.02155498, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
s0c190, POINT, 3c469.1, 23:55:05.003, 79.46.18.395, 0.007363132, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
s0c191, POINT, 3c469.1, 23:55:04.252, 79.46.20.396, 0.005249984, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
s0c192, POINT, 3c469.1, 23:55:05.004, 79.46.22.395, 0.00465647, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
s0c193, POINT, 3c469.1, 23:55:04.253, 79.46.22.396, 0.005833942, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
s0c194, POINT, 3c469.1, 23:55:02.751, 79.46.22.397, 0.05308706, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
s0c195, POINT, 3c469.1, 23:55:02, 79.46.22.398, 0.01843381, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
s0c196, POINT, 3c469.1, 23:55:01.249, 79.46.22.399, 0.005979668, [-0.7], false, 57704126.31363697, 0.0, 0.0, 0.0
