FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57717751.13630901', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:45:16: LOAD (from file 'img/img-3c309.1-final-sources.txt')
# 2024-11-29 21:45:16: GROUP (algorithm = 'single')
# 2024-11-29 21:45:16: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:16: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:16: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:45:17: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:17: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:45:17: FILTER (Patch = Patch_17 None)
# 2024-11-29 21:45:17: SETPATCHPOSITIONS (method = 'mid')

 , , 3c309.1, 14:59:13.5463, 71.35.09.6907
s0c170, POINT, 3c309.1, 15:00:35.472, 71.25.04.543, 0.0290281, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
s0c174, POINT, 3c309.1, 14:59:41.981, 71.27.19.624, 0.04542741, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
s0c178, POINT, 3c309.1, 14:59:47.124, 71.30.35.563, 0.02938963, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
s0c179, POINT, 3c309.1, 14:59:47.125, 71.30.37.563, 0.07001958, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
s0c180, POINT, 3c309.1, 14:59:46.704, 71.30.37.568, 0.2330958, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
s0c181, POINT, 3c309.1, 14:59:47.126, 71.30.39.563, 0.432119, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
s0c182, POINT, 3c309.1, 14:59:46.706, 71.30.39.568, 0.1632276, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
s0c183, POINT, 3c309.1, 14:59:46.707, 71.30.41.568, 0.009679131, [-0.7], false, 57717751.13630901, 0.0, 0.0, 0.0
