FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57714783.14707918', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 22:48:27: LOAD (from file 'img/img-3c432-final-sources.txt')
# 2024-11-29 22:48:27: GROUP (algorithm = 'single')
# 2024-11-29 22:48:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:48:27: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:48:28: GROUP (algorithm = 'meanshift')
# 2024-11-29 22:48:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:48:28: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:48:28: FILTER (Patch = Patch_12 None)
# 2024-11-29 22:48:28: SETPATCHPOSITIONS (method = 'mid')

 , , 3c432, 21:22:48.2710, 17.02.59.0401
s0c215, POINT, 3c432, 21:22:42.557, 16.51.06.036, 0.03624127, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
s0c219, POINT, 3c432, 21:22:42.697, 16.51.16.036, 0.03882065, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
s0c220, POINT, 3c432, 21:22:42.557, 16.51.16.036, 0.02538225, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
s0c223, POINT, 3c432, 21:22:22.627, 16.55.03.953, 0.02827379, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
s0c224, POINT, 3c432, 21:22:22.488, 16.55.05.952, 0.01416473, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
s0c241, POINT, 3c432, 21:22:40.604, 16.57.56.035, 0.03331041, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
s0c242, POINT, 3c432, 21:22:40.604, 16.57.58.035, 0.02447993, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
s0c243, POINT, 3c432, 21:22:40.464, 16.57.58.034, 0.02557513, [-0.7], false, 57714783.14707918, 0.0, 0.0, 0.0
