FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57698292.65799308', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 23:24:44: LOAD (from file 'img/img-3c61.1-final-sources.txt')
# 2024-11-29 23:24:44: GROUP (algorithm = 'single')
# 2024-11-29 23:24:44: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:24:44: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:24:45: GROUP (algorithm = 'meanshift')
# 2024-11-29 23:24:45: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:24:45: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 23:24:45: FILTER (Patch = Patch_5 None)
# 2024-11-29 23:24:45: SETPATCHPOSITIONS (method = 'mid')

 , , 3c61.1, 2:21:28.3571, 86.16.56.3711
s0c126, POINT, 3c61.1, 2:24:40.581, 86.09.31.936, 0.03717011, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
s0c127, POINT, 3c61.1, 2:24:40.599, 86.09.33.936, 0.06711832, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
s0c128, POINT, 3c61.1, 2:22:41.371, 86.17.26.509, 2.072031, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
s0c129, POINT, 3c61.1, 2:22:43.433, 86.17.28.508, 6.675587, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
s0c130, POINT, 3c61.1, 2:22:41.372, 86.17.28.509, 6.700472, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
s0c131, POINT, 3c61.1, 2:22:43.434, 86.17.30.508, 1.221463, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
s0c132, POINT, 3c61.1, 2:22:47.563, 86.17.36.505, -0.8605659, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
s0c133, POINT, 3c61.1, 2:22:45.501, 86.17.36.506, 2.491591, [-0.7], false, 57698292.65799308, 0.0, 0.0, 0.0
