FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57723446.51687807', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-12-10 10:10:16: LOAD (from file 'img/img-3c192-final-sources.txt')
# 2024-12-10 10:10:16: GROUP (algorithm = 'single')
# 2024-12-10 10:10:16: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-10 10:10:16: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-10 10:10:16: GROUP (algorithm = 'meanshift')
# 2024-12-10 10:10:16: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-10 10:10:17: SETPATCHPOSITIONS (method = 'mid')
# 2024-12-10 10:10:17: FILTER (Patch = Patch_6 None)
# 2024-12-10 10:10:17: SETPATCHPOSITIONS (method = 'mid')

 , , 3c192, 8:05:28.2940, 24.07.31.6896
s0c122, POINT, 3c192, 8:06:03.19, 24.01.57.538, 0.04207457, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
s0c171, POINT, 3c192, 8:05:40.274, 24.09.03.694, 1.250627, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
s0c172, POINT, 3c192, 8:05:40.274, 24.09.05.694, 0.416749, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
s0c173, POINT, 3c192, 8:05:40.128, 24.09.07.695, 0.2982158, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
s0c174, POINT, 3c192, 8:05:38.521, 24.09.07.697, 0.6010607, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
s0c175, POINT, 3c192, 8:05:38.521, 24.09.09.697, -0.4837382, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
s0c176, POINT, 3c192, 8:05:38.375, 24.09.09.698, 0.5897452, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
s0c177, POINT, 3c192, 8:05:39.982, 24.09.11.695, 0.1495364, [-0.7], false, 57723446.51687807, 0.0, 0.0, 0.0
