FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57687538.99758244', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:24:20: LOAD (from file 'img/img-3c319-final-sources.txt')
# 2024-11-29 21:24:20: GROUP (algorithm = 'single')
# 2024-11-29 21:24:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:24:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:24:20: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:24:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:24:20: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:24:20: FILTER (Patch = Patch_6 None)
# 2024-11-29 21:24:20: SETPATCHPOSITIONS (method = 'mid')

 , , 3c319, 15:23:56.5258, 54.24.45.8488
s0c151, POINT, 3c319, 15:23:44.529, 54.20.47.762, 0.03929853, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
s0c203, POINT, 3c319, 15:24:01.447, 54.27.37.867, 0.6870192, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
s0c204, POINT, 3c319, 15:24:00.3, 54.27.37.865, 0.1709603, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
s0c205, POINT, 3c319, 15:24:00.071, 54.27.37.864, 0.8486549, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
s0c206, POINT, 3c319, 15:24:00.988, 54.27.39.866, 0.241192, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
s0c207, POINT, 3c319, 15:24:00.759, 54.27.39.866, 0.1670656, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
s0c208, POINT, 3c319, 15:24:00.53, 54.27.39.865, 0.07293098, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
s0c209, POINT, 3c319, 15:24:00.3, 54.27.39.865, 0.09592105, [-0.7], false, 57687538.99758244, 0.0, 0.0, 0.0
