FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57714376.80001136', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 20:28:02: LOAD (from file 'img/img-3c274.1-final-sources.txt')
# 2024-11-29 20:28:02: GROUP (algorithm = 'single')
# 2024-11-29 20:28:02: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:28:02: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:28:03: GROUP (algorithm = 'meanshift')
# 2024-11-29 20:28:03: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:28:03: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:28:03: FILTER (Patch = Patch_4 None)
# 2024-11-29 20:28:03: SETPATCHPOSITIONS (method = 'mid')

 , , 3c274.1, 12:35:26.8728, 21.20.32.5303
s0c156, POINT, 3c274.1, 12:35:21.934, 21.20.06.526, 0.5827455, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
s0c157, POINT, 3c274.1, 12:35:21.934, 21.20.08.526, 0.8423435, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
s0c158, POINT, 3c274.1, 12:35:26.801, 21.20.12.53, 0.7636429, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
s0c159, POINT, 3c274.1, 12:35:21.791, 21.20.12.526, 0.4198206, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
s0c160, POINT, 3c274.1, 12:35:21.648, 21.20.12.525, 0.5174483, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
s0c161, POINT, 3c274.1, 12:35:22.077, 21.20.14.526, 1.801392, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
s0c162, POINT, 3c274.1, 12:35:21.934, 21.20.14.526, 0.5178244, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
s0c163, POINT, 3c274.1, 12:35:21.648, 21.20.14.525, 0.3059455, [-0.7], false, 57714376.80001136, 0.0, 0.0, 0.0
