FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57694355.87492747', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 22:57:33: LOAD (from file 'img/img-3c356-final-sources.txt')
# 2024-11-29 22:57:33: GROUP (algorithm = 'single')
# 2024-11-29 22:57:33: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:57:33: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:57:34: GROUP (algorithm = 'meanshift')
# 2024-11-29 22:57:34: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:57:34: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 22:57:34: FILTER (Patch = Patch_6 None)
# 2024-11-29 22:57:34: SETPATCHPOSITIONS (method = 'mid')

 , , 3c356, 17:24:02.1334, 50.57.28.0962
s0c135, POINT, 3c356, 17:24:58.999, 50.49.17.838, 0.01622959, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
s0c136, POINT, 3c356, 17:24:58.788, 50.49.17.843, 0.02870241, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
s0c162, POINT, 3c356, 17:24:56.297, 50.52.25.894, 0.02468326, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
s0c163, POINT, 3c356, 17:24:56.086, 50.52.27.899, 0.03537419, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
s0c180, POINT, 3c356, 17:24:20.59, 50.57.10.26, 0.1995344, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
s0c181, POINT, 3c356, 17:24:20.378, 50.57.10.26, 0.2579888, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
s0c182, POINT, 3c356, 17:24:20.378, 50.57.12.26, 0.6026816, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
s0c183, POINT, 3c356, 17:24:20.167, 50.57.12.26, 0.9129034, [-0.7], false, 57694355.87492747, 0.0, 0.0, 0.0
