FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57711016.29599065', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:23:53: LOAD (from file 'img/img-3c289-final-sources.txt')
# 2024-11-29 21:23:53: GROUP (algorithm = 'single')
# 2024-11-29 21:23:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:23:53: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:23:54: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:23:54: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:23:54: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:23:54: FILTER (Patch = Patch_19 None)
# 2024-11-29 21:23:54: SETPATCHPOSITIONS (method = 'mid')

 , , 3c289, 13:45:20.5722, 49.42.30.5852
s0c266, POINT, 3c289, 13:44:47.151, 49.37.07.977, 0.02063664, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
s0c269, POINT, 3c289, 13:44:47.151, 49.37.09.977, 0.01224494, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
s0c285, POINT, 3c289, 13:44:21.373, 49.39.31.255, 0.02729779, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
s0c289, POINT, 3c289, 13:44:55.958, 49.41.14.143, 0.0167636, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
s0c290, POINT, 3c289, 13:44:56.164, 49.41.16.146, 0.01345805, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
s0c292, POINT, 3c289, 13:44:55.956, 49.41.26.143, 0.02285703, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
s0c294, POINT, 3c289, 13:46:19.67, 49.43.17.622, 0.04291752, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
s0c295, POINT, 3c289, 13:46:19.258, 49.43.19.634, 0.006019536, [-0.7], false, 57711016.29599065, 0.0, 0.0, 0.0
