FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57717338.18639392', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 20:24:47: LOAD (from file 'img/img-3c275.1-final-sources.txt')
# 2024-11-29 20:24:47: GROUP (algorithm = 'single')
# 2024-11-29 20:24:47: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:47: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:47: GROUP (algorithm = 'meanshift')
# 2024-11-29 20:24:47: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:47: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:47: FILTER (Patch = Patch_12 None)
# 2024-11-29 20:24:47: SETPATCHPOSITIONS (method = 'mid')

 , , 3c275.1, 12:43:57.6460, 16.22.54.1900
s0c153, POINT, 3c275.1, 12:43:58.063, 16.22.43.19, 0.6872014, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c154, POINT, 3c275.1, 12:43:57.924, 16.22.43.19, 1.365249, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c155, POINT, 3c275.1, 12:43:57.785, 16.22.45.19, 1.533515, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c156, POINT, 3c275.1, 12:43:57.646, 16.22.47.19, 1.376794, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c157, POINT, 3c275.1, 12:43:57.785, 16.22.49.19, 5.069724, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c158, POINT, 3c275.1, 12:43:57.646, 16.22.49.19, 12.88846, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c159, POINT, 3c275.1, 12:43:57.507, 16.22.49.19, 0.2426672, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c160, POINT, 3c275.1, 12:43:57.229, 16.22.49.19, 0.9627961, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c161, POINT, 3c275.1, 12:43:57.785, 16.22.51.19, 1.094873, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c162, POINT, 3c275.1, 12:43:57.368, 16.22.51.19, 0.3179741, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c163, POINT, 3c275.1, 12:43:57.646, 16.22.55.19, 1.584855, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c164, POINT, 3c275.1, 12:43:57.785, 16.22.57.19, 2.745486, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c165, POINT, 3c275.1, 12:43:57.507, 16.23.01.19, 1.850749, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c166, POINT, 3c275.1, 12:43:57.368, 16.23.01.19, 1.674076, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c167, POINT, 3c275.1, 12:43:57.368, 16.23.03.19, 2.988636, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s0c168, POINT, 3c275.1, 12:43:57.368, 16.23.05.19, 3.222902, [-0.7], false, 57717338.18639392, 0.0, 0.0, 0.0
s2c12, GAUSSIAN, 3c275.1, 12:43:57.646, 16.22.53.19, 2.825517, [-0.7], false, 57717338.18639392, 17.66115033773212, 17.66115033773212, 0
s2c13, GAUSSIAN, 3c275.1, 12:43:57.646, 16.22.55.19, 1.208727, [-0.7], false, 57717338.18639392, 17.66115033773212, 17.66115033773212, 0
