FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57695073.42880055', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 21:02:16: LOAD (from file 'img/img-3c270.1-final-sources.txt')
# 2024-11-29 21:02:16: GROUP (algorithm = 'single')
# 2024-11-29 21:02:16: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:02:16: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:02:17: GROUP (algorithm = 'meanshift')
# 2024-11-29 21:02:17: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:02:17: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 21:02:17: FILTER (Patch = Patch_21 None)
# 2024-11-29 21:02:17: SETPATCHPOSITIONS (method = 'mid')

 , , 3c270.1, 12:20:18.8892, 33.39.59.8405
s0c206, POINT, 3c270.1, 12:20:11.159, 33.31.59.659, 0.01521115, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
s0c207, POINT, 3c270.1, 12:20:10.999, 33.31.59.657, 0.05073699, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
s0c208, POINT, 3c270.1, 12:20:11.159, 33.32.01.659, 0.01434193, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
s0c221, POINT, 3c270.1, 12:20:33.713, 33.34.29.789, 0.02396237, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
s0c222, POINT, 3c270.1, 12:19:47.463, 33.34.35.246, 0.01508804, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
s0c223, POINT, 3c270.1, 12:19:48.742, 33.34.39.276, 0.01881628, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
s0c224, POINT, 3c270.1, 12:19:47.142, 33.34.39.239, 0.007714725, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
s0c241, POINT, 3c270.1, 12:19:49.032, 33.38.07.283, 0.02354284, [-0.7], false, 57695073.42880055, 0.0, 0.0, 0.0
