FORMAT = Name, Type, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='57705222.18141386', MajorAxis, MinorAxis, Orientation

# LSMTool history:
# 2024-11-29 20:24:58: LOAD (from file 'img/img-3c249.1-final-sources.txt')
# 2024-11-29 20:24:58: GROUP (algorithm = 'single')
# 2024-11-29 20:24:58: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:58: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:58: GROUP (algorithm = 'meanshift')
# 2024-11-29 20:24:58: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:58: SETPATCHPOSITIONS (method = 'mid')
# 2024-11-29 20:24:59: FILTER (Patch = Patch_14 None)
# 2024-11-29 20:24:59: SETPATCHPOSITIONS (method = 'mid')

 , , 3c249.1, 11:04:17.1384, 76.59.03.9986
s0c300, POINT, 3c249.1, 11:04:12.698, 76.58.52, 0.1505805, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
s0c301, POINT, 3c249.1, 11:04:12.106, 76.58.52, 0.02229583, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
s0c302, POINT, 3c249.1, 11:04:12.698, 76.58.54, 0.3939571, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
s0c303, POINT, 3c249.1, 11:04:12.106, 76.58.54, 0.1159158, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
s0c305, POINT, 3c249.1, 11:04:12.698, 76.58.56, 0.1202666, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
s0c306, POINT, 3c249.1, 11:04:20.985, 76.58.57.994, 0.2753987, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
s0c307, POINT, 3c249.1, 11:04:20.393, 76.58.57.995, 0.03376735, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
s0c308, POINT, 3c249.1, 11:04:19.21, 76.58.57.997, 1.048167, [-0.7], false, 57705222.18141386, 0.0, 0.0, 0.0
